country,year,sex,age,suicides_no,population,suicides/100k pop,gdp_for_year ($),gdp_per_capita ($),generation,new_age,sex_numeric,gdp_billion,Category
Thailand,2008,male,55-74 years,473,3802960,12.44,291383081232.0,4921,Silent,4,1,291.383081232,Rest of the World
Thailand,2008,male,35-54 years,1188,9562677,12.42,291383081232.0,4921,Boomers,3,1,291.383081232,Rest of the World
Thailand,2008,male,15-24 years,374,4934951,7.58,291383081232.0,4921,Millennials,1,1,291.383081232,Rest of the World
Thailand,2008,female,75+ years,50,1054269,4.74,291383081232.0,4921,Silent,5,0,291.383081232,Rest of the World
Thailand,2008,female,55-74 years,173,4389154,3.94,291383081232.0,4921,Silent,4,0,291.383081232,Rest of the World
Thailand,2008,female,35-54 years,398,10132362,3.93,291383081232.0,4921,Boomers,3,0,291.383081232,Rest of the World
Thailand,2008,female,25-34 years,143,5373526,2.66,291383081232.0,4921,Generation X,2,0,291.383081232,Rest of the World
Thailand,2008,female,15-24 years,97,4741877,2.05,291383081232.0,4921,Millennials,1,0,291.383081232,Rest of the World
Thailand,2008,male,5-14 years,13,4676722,0.28,291383081232.0,4921,Generation Z,0,1,291.383081232,Rest of the World
Thailand,2008,female,5-14 years,11,4409659,0.25,291383081232.0,4921,Generation Z,0,0,291.383081232,Rest of the World
Thailand,2009,male,75+ years,116,755613,15.35,281710095725.0,4736,Silent,5,1,281.710095725,Rest of the World
Thailand,2009,male,55-74 years,542,3927105,13.8,281710095725.0,4736,Silent,4,1,281.710095725,Rest of the World
Thailand,2009,male,25-34 years,707,5357432,13.2,281710095725.0,4736,Generation X,2,1,281.710095725,Rest of the World
Thailand,2009,male,35-54 years,1172,9681789,12.11,281710095725.0,4736,Boomers,3,1,281.710095725,Rest of the World
Thailand,2009,male,15-24 years,369,4914657,7.51,281710095725.0,4736,Millennials,1,1,281.710095725,Rest of the World
Thailand,2009,female,55-74 years,185,4542278,4.07,281710095725.0,4736,Silent,4,0,281.710095725,Rest of the World
Thailand,2009,female,35-54 years,382,10260748,3.72,281710095725.0,4736,Boomers,3,0,281.710095725,Rest of the World
Thailand,2009,female,75+ years,35,1099718,3.18,281710095725.0,4736,Silent,5,0,281.710095725,Rest of the World
Thailand,2009,female,25-34 years,142,5309573,2.67,281710095725.0,4736,Generation X,2,0,281.710095725,Rest of the World
Thailand,2009,female,15-24 years,100,4716781,2.12,281710095725.0,4736,Millennials,1,0,281.710095725,Rest of the World
Thailand,2009,male,5-14 years,20,4588799,0.44,281710095725.0,4736,Generation Z,0,1,281.710095725,Rest of the World
Thailand,2009,female,5-14 years,17,4329225,0.39,281710095725.0,4736,Generation Z,0,0,281.710095725,Rest of the World
Thailand,2010,male,75+ years,145,787665,18.41,341105009515.0,5707,Silent,5,1,341.105009515,Rest of the World
Thailand,2010,male,25-34 years,688,5293421,13.0,341105009515.0,5707,Generation X,2,1,341.105009515,Rest of the World
Thailand,2010,male,55-74 years,511,4075634,12.54,341105009515.0,5707,Silent,4,1,341.105009515,Rest of the World
Thailand,2010,male,35-54 years,1166,9786527,11.91,341105009515.0,5707,Generation X,3,1,341.105009515,Rest of the World
Thailand,2010,male,15-24 years,387,4905031,7.89,341105009515.0,5707,Millennials,1,1,341.105009515,Rest of the World
Thailand,2010,female,75+ years,41,1146473,3.58,341105009515.0,5707,Silent,5,0,341.105009515,Rest of the World
Thailand,2010,female,55-74 years,164,4724470,3.47,341105009515.0,5707,Silent,4,0,341.105009515,Rest of the World
Thailand,2010,female,35-54 years,345,10369541,3.33,341105009515.0,5707,Generation X,3,0,341.105009515,Rest of the World
Thailand,2010,female,25-34 years,164,5237458,3.13,341105009515.0,5707,Generation X,2,0,341.105009515,Rest of the World
Thailand,2010,female,15-24 years,120,4702548,2.55,341105009515.0,5707,Millennials,1,0,341.105009515,Rest of the World
Thailand,2010,male,5-14 years,16,4496770,0.36,341105009515.0,5707,Generation Z,0,1,341.105009515,Rest of the World
Thailand,2010,female,5-14 years,14,4244226,0.33,341105009515.0,5707,Generation Z,0,0,341.105009515,Rest of the World
Thailand,2011,male,25-34 years,782,5237957,14.93,370818747397.0,6153,Millennials,2,1,370.818747397,Rest of the World
Thailand,2011,male,75+ years,112,827970,13.53,370818747397.0,6153,Silent,5,1,370.818747397,Rest of the World
Thailand,2011,male,35-54 years,1227,9897542,12.4,370818747397.0,6153,Generation X,3,1,370.818747397,Rest of the World
Thailand,2011,male,55-74 years,488,4266668,11.44,370818747397.0,6153,Boomers,4,1,370.818747397,Rest of the World
Thailand,2011,male,15-24 years,357,4929387,7.24,370818747397.0,6153,Millennials,1,1,370.818747397,Rest of the World
Thailand,2011,female,75+ years,56,1205643,4.64,370818747397.0,6153,Silent,5,0,370.818747397,Rest of the World
Thailand,2011,female,55-74 years,217,4948016,4.39,370818747397.0,6153,Boomers,4,0,370.818747397,Rest of the World
Thailand,2011,female,35-54 years,361,10474832,3.45,370818747397.0,6153,Generation X,3,0,370.818747397,Rest of the World
Thailand,2011,female,25-34 years,147,5172436,2.84,370818747397.0,6153,Millennials,2,0,370.818747397,Rest of the World
Thailand,2011,female,15-24 years,95,4723611,2.01,370818747397.0,6153,Millennials,1,0,370.818747397,Rest of the World
Thailand,2011,male,5-14 years,19,4413405,0.43,370818747397.0,6153,Generation Z,0,1,370.818747397,Rest of the World
Thailand,2011,female,5-14 years,12,4164365,0.29,370818747397.0,6153,Generation Z,0,0,370.818747397,Rest of the World
Thailand,2012,male,75+ years,136,869252,15.65,397558094270.0,6584,Silent,5,1,397.55809427,Rest of the World
Thailand,2012,male,25-34 years,721,5121552,14.08,397558094270.0,6584,Millennials,2,1,397.55809427,Rest of the World
Thailand,2012,male,55-74 years,581,4433963,13.1,397558094270.0,6584,Boomers,4,1,397.55809427,Rest of the World
Thailand,2012,male,35-54 years,1234,9949264,12.4,397558094270.0,6584,Generation X,3,1,397.55809427,Rest of the World
Thailand,2012,male,15-24 years,369,4938617,7.47,397558094270.0,6584,Millennials,1,1,397.55809427,Rest of the World
Thailand,2012,female,55-74 years,222,5145957,4.31,397558094270.0,6584,Boomers,4,0,397.55809427,Rest of the World
Thailand,2012,female,75+ years,54,1265466,4.27,397558094270.0,6584,Silent,5,0,397.55809427,Rest of the World
Thailand,2012,female,35-54 years,394,10521850,3.74,397558094270.0,6584,Generation X,3,0,397.55809427,Rest of the World
Thailand,2012,female,25-34 years,162,5050719,3.21,397558094270.0,6584,Millennials,2,0,397.55809427,Rest of the World
Thailand,2012,female,15-24 years,84,4728702,1.78,397558094270.0,6584,Millennials,1,0,397.55809427,Rest of the World
Thailand,2012,female,5-14 years,14,4056666,0.35,397558094270.0,6584,Generation Z,0,0,397.55809427,Rest of the World
Thailand,2012,male,5-14 years,14,4300247,0.33,397558094270.0,6584,Generation Z,0,1,397.55809427,Rest of the World
Thailand,2013,male,75+ years,152,937427,16.21,420333333333.0,6917,Silent,5,1,420.333333333,Rest of the World
Thailand,2013,male,25-34 years,706,5038432,14.01,420333333333.0,6917,Millennials,2,1,420.333333333,Rest of the World
Thailand,2013,male,35-54 years,1313,10032499,13.09,420333333333.0,6917,Generation X,3,1,420.333333333,Rest of the World
Thailand,2013,male,55-74 years,586,4596763,12.75,420333333333.0,6917,Boomers,4,1,420.333333333,Rest of the World
Thailand,2013,male,15-24 years,331,4956860,6.68,420333333333.0,6917,Millennials,1,1,420.333333333,Rest of the World
Thailand,2013,female,75+ years,64,1362800,4.7,420333333333.0,6917,Silent,5,0,420.333333333,Rest of the World
Thailand,2013,female,35-54 years,382,10594744,3.61,420333333333.0,6917,Generation X,3,0,420.333333333,Rest of the World
Thailand,2013,female,55-74 years,190,5336311,3.56,420333333333.0,6917,Boomers,4,0,420.333333333,Rest of the World
Thailand,2013,female,25-34 years,126,4960889,2.54,420333333333.0,6917,Millennials,2,0,420.333333333,Rest of the World
Thailand,2013,female,15-24 years,88,4741021,1.86,420333333333.0,6917,Millennials,1,0,420.333333333,Rest of the World
Thailand,2013,male,5-14 years,17,4224575,0.4,420333333333.0,6917,Generation Z,0,1,420.333333333,Rest of the World
Thailand,2013,female,5-14 years,6,3984166,0.15,420333333333.0,6917,Generation Z,0,0,420.333333333,Rest of the World
Thailand,2014,male,25-34 years,682,4969108,13.72,407339361696.0,6662,Millennials,2,1,407.339361696,Rest of the World
Thailand,2014,male,75+ years,137,1005485,13.63,407339361696.0,6662,Silent,5,1,407.339361696,Rest of the World
Thailand,2014,male,55-74 years,632,4771792,13.24,407339361696.0,6662,Boomers,4,1,407.339361696,Rest of the World
Thailand,2014,male,35-54 years,1274,10095367,12.62,407339361696.0,6662,Generation X,3,1,407.339361696,Rest of the World
Thailand,2014,male,15-24 years,337,4935213,6.83,407339361696.0,6662,Millennials,1,1,407.339361696,Rest of the World
Thailand,2014,female,75+ years,71,1458962,4.87,407339361696.0,6662,Silent,5,0,407.339361696,Rest of the World
Thailand,2014,female,55-74 years,240,5539928,4.33,407339361696.0,6662,Boomers,4,0,407.339361696,Rest of the World
Thailand,2014,female,35-54 years,388,10644118,3.65,407339361696.0,6662,Generation X,3,0,407.339361696,Rest of the World
Thailand,2014,female,25-34 years,116,4883263,2.38,407339361696.0,6662,Millennials,2,0,407.339361696,Rest of the World
Thailand,2014,female,15-24 years,49,4717317,1.04,407339361696.0,6662,Millennials,1,0,407.339361696,Rest of the World
Thailand,2014,female,5-14 years,14,3940160,0.36,407339361696.0,6662,Generation Z,0,0,407.339361696,Rest of the World
Thailand,2014,male,5-14 years,12,4179206,0.29,407339361696.0,6662,Generation Z,0,1,407.339361696,Rest of the World
Thailand,2015,male,75+ years,174,1068139,16.29,401399422443.0,6552,Silent,5,1,401.399422443,Rest of the World
Thailand,2015,male,35-54 years,1482,10101149,14.67,401399422443.0,6552,Generation X,3,1,401.399422443,Rest of the World
Thailand,2015,male,55-74 years,718,4990958,14.39,401399422443.0,6552,Boomers,4,1,401.399422443,Rest of the World
Thailand,2015,male,25-34 years,663,4873464,13.6,401399422443.0,6552,Millennials,2,1,401.399422443,Rest of the World
Thailand,2015,male,15-24 years,317,4847684,6.54,401399422443.0,6552,Millennials,1,1,401.399422443,Rest of the World
Thailand,2015,female,55-74 years,248,5795996,4.28,401399422443.0,6552,Boomers,4,0,401.399422443,Rest of the World
Thailand,2015,female,75+ years,63,1527522,4.12,401399422443.0,6552,Silent,5,0,401.399422443,Rest of the World
Thailand,2015,female,35-54 years,363,10646859,3.41,401399422443.0,6552,Generation X,3,0,401.399422443,Rest of the World
Thailand,2015,female,25-34 years,96,4783703,2.01,401399422443.0,6552,Millennials,2,0,401.399422443,Rest of the World
Thailand,2015,female,15-24 years,55,4632371,1.19,401399422443.0,6552,Millennials,1,0,401.399422443,Rest of the World
Thailand,2015,female,5-14 years,14,3881727,0.36,401399422443.0,6552,Generation Z,0,0,401.399422443,Rest of the World
Thailand,2015,male,5-14 years,12,4111704,0.29,401399422443.0,6552,Generation Z,0,1,401.399422443,Rest of the World
Thailand,2016,male,55-74 years,734,5203957,14.1,411755164833.0,6713,Boomers,4,1,411.755164833,Rest of the World
Thailand,2016,male,35-54 years,1421,10084647,14.09,411755164833.0,6713,Generation X,3,1,411.755164833,Rest of the World
Thailand,2016,male,75+ years,152,1124052,13.52,411755164833.0,6713,Silent,5,1,411.755164833,Rest of the World
Thailand,2016,male,25-34 years,646,4796355,13.47,411755164833.0,6713,Millennials,2,1,411.755164833,Rest of the World
Thailand,2016,male,15-24 years,322,4736305,6.8,411755164833.0,6713,Millennials,1,1,411.755164833,Rest of the World
Thailand,2016,female,75+ years,69,1589015,4.34,411755164833.0,6713,Silent,5,0,411.755164833,Rest of the World
Thailand,2016,female,55-74 years,222,6049756,3.67,411755164833.0,6713,Boomers,4,0,411.755164833,Rest of the World
Thailand,2016,female,35-54 years,375,10629684,3.53,411755164833.0,6713,Generation X,3,0,411.755164833,Rest of the World
Thailand,2016,female,25-34 years,116,4702656,2.47,411755164833.0,6713,Millennials,2,0,411.755164833,Rest of the World
Thailand,2016,female,15-24 years,60,4525574,1.33,411755164833.0,6713,Millennials,1,0,411.755164833,Rest of the World
Trinidad and Tobago,1985,male,35-54 years,9,100000,9.0,7375918367.0,7317,Silent,3,1,7.375918367,Rest of the World
Trinidad and Tobago,1985,male,25-34 years,8,93000,8.6,7375918367.0,7317,Boomers,2,1,7.375918367,Rest of the World
Trinidad and Tobago,1985,male,55-74 years,2,51000,3.92,7375918367.0,7317,G.I. Generation,4,1,7.375918367,Rest of the World
Trinidad and Tobago,1985,male,15-24 years,4,123000,3.25,7375918367.0,7317,Generation X,1,1,7.375918367,Rest of the World
Trinidad and Tobago,1985,female,15-24 years,3,123000,2.44,7375918367.0,7317,Generation X,1,0,7.375918367,Rest of the World
Trinidad and Tobago,1985,female,25-34 years,2,93000,2.15,7375918367.0,7317,Boomers,2,0,7.375918367,Rest of the World
Trinidad and Tobago,1985,male,5-14 years,1,124000,0.81,7375918367.0,7317,Generation X,0,1,7.375918367,Rest of the World
Trinidad and Tobago,1985,female,35-54 years,0,102000,0.0,7375918367.0,7317,Silent,3,0,7.375918367,Rest of the World
Trinidad and Tobago,1985,female,5-14 years,0,121000,0.0,7375918367.0,7317,Generation X,0,0,7.375918367,Rest of the World
Trinidad and Tobago,1985,female,55-74 years,0,55000,0.0,7375918367.0,7317,G.I. Generation,4,0,7.375918367,Rest of the World
Trinidad and Tobago,1985,female,75+ years,0,14000,0.0,7375918367.0,7317,G.I. Generation,5,0,7.375918367,Rest of the World
Trinidad and Tobago,1985,male,75+ years,0,9000,0.0,7375918367.0,7317,G.I. Generation,5,1,7.375918367,Rest of the World
Trinidad and Tobago,1986,male,25-34 years,25,100800,24.8,4794444444.0,4516,Boomers,2,1,4.794444444,Rest of the World
Trinidad and Tobago,1986,male,35-54 years,21,106900,19.64,4794444444.0,4516,Silent,3,1,4.794444444,Rest of the World
Trinidad and Tobago,1986,male,55-74 years,8,51800,15.44,4794444444.0,4516,G.I. Generation,4,1,4.794444444,Rest of the World
Trinidad and Tobago,1986,male,75+ years,1,9200,10.87,4794444444.0,4516,G.I. Generation,5,1,4.794444444,Rest of the World
Trinidad and Tobago,1986,male,15-24 years,13,129300,10.05,4794444444.0,4516,Generation X,1,1,4.794444444,Rest of the World
Trinidad and Tobago,1986,female,15-24 years,12,130300,9.21,4794444444.0,4516,Generation X,1,0,4.794444444,Rest of the World
Trinidad and Tobago,1986,female,25-34 years,9,100800,8.93,4794444444.0,4516,Boomers,2,0,4.794444444,Rest of the World
Trinidad and Tobago,1986,female,75+ years,1,12200,8.2,4794444444.0,4516,G.I. Generation,5,0,4.794444444,Rest of the World
Trinidad and Tobago,1986,female,35-54 years,9,109900,8.19,4794444444.0,4516,Silent,3,0,4.794444444,Rest of the World
Trinidad and Tobago,1986,female,55-74 years,4,56900,7.03,4794444444.0,4516,G.I. Generation,4,0,4.794444444,Rest of the World
Trinidad and Tobago,1986,male,5-14 years,1,130300,0.77,4794444444.0,4516,Generation X,0,1,4.794444444,Rest of the World
Trinidad and Tobago,1986,female,5-14 years,0,123200,0.0,4794444444.0,4516,Generation X,0,0,4.794444444,Rest of the World
Trinidad and Tobago,1987,male,75+ years,4,9300,43.01,4797777778.0,4449,G.I. Generation,5,1,4.797777778,Rest of the World
Trinidad and Tobago,1987,male,25-34 years,30,102500,29.27,4797777778.0,4449,Boomers,2,1,4.797777778,Rest of the World
Trinidad and Tobago,1987,male,35-54 years,23,108600,21.18,4797777778.0,4449,Silent,3,1,4.797777778,Rest of the World
Trinidad and Tobago,1987,male,15-24 years,25,131200,19.05,4797777778.0,4449,Generation X,1,1,4.797777778,Rest of the World
Trinidad and Tobago,1987,male,55-74 years,9,52700,17.08,4797777778.0,4449,G.I. Generation,4,1,4.797777778,Rest of the World
Trinidad and Tobago,1987,female,35-54 years,9,111700,8.06,4797777778.0,4449,Silent,3,0,4.797777778,Rest of the World
Trinidad and Tobago,1987,female,25-34 years,7,102500,6.83,4797777778.0,4449,Boomers,2,0,4.797777778,Rest of the World
Trinidad and Tobago,1987,female,15-24 years,8,132200,6.05,4797777778.0,4449,Generation X,1,0,4.797777778,Rest of the World
Trinidad and Tobago,1987,female,55-74 years,2,57900,3.45,4797777778.0,4449,G.I. Generation,4,0,4.797777778,Rest of the World
Trinidad and Tobago,1987,female,5-14 years,1,125100,0.8,4797777778.0,4449,Generation X,0,0,4.797777778,Rest of the World
Trinidad and Tobago,1987,male,5-14 years,1,132300,0.76,4797777778.0,4449,Generation X,0,1,4.797777778,Rest of the World
Trinidad and Tobago,1987,female,75+ years,0,12300,0.0,4797777778.0,4449,G.I. Generation,5,0,4.797777778,Rest of the World
Trinidad and Tobago,1988,male,75+ years,5,9400,53.19,4496852073.0,4104,G.I. Generation,5,1,4.496852073,Rest of the World
Trinidad and Tobago,1988,male,25-34 years,39,104100,37.46,4496852073.0,4104,Boomers,2,1,4.496852073,Rest of the World
Trinidad and Tobago,1988,male,55-74 years,20,53500,37.38,4496852073.0,4104,G.I. Generation,4,1,4.496852073,Rest of the World
Trinidad and Tobago,1988,male,35-54 years,32,110300,29.01,4496852073.0,4104,Silent,3,1,4.496852073,Rest of the World
Trinidad and Tobago,1988,male,15-24 years,22,133500,16.48,4496852073.0,4104,Generation X,1,1,4.496852073,Rest of the World
Trinidad and Tobago,1988,female,75+ years,2,12400,16.13,4496852073.0,4104,G.I. Generation,5,0,4.496852073,Rest of the World
Trinidad and Tobago,1988,female,25-34 years,16,104100,15.37,4496852073.0,4104,Boomers,2,0,4.496852073,Rest of the World
Trinidad and Tobago,1988,female,35-54 years,13,113400,11.46,4496852073.0,4104,Silent,3,0,4.496852073,Rest of the World
Trinidad and Tobago,1988,female,15-24 years,10,134500,7.43,4496852073.0,4104,Generation X,1,0,4.496852073,Rest of the World
Trinidad and Tobago,1988,female,5-14 years,4,127200,3.14,4496852073.0,4104,Generation X,0,0,4.496852073,Rest of the World
Trinidad and Tobago,1988,female,55-74 years,1,58700,1.7,4496852073.0,4104,G.I. Generation,4,0,4.496852073,Rest of the World
Trinidad and Tobago,1988,male,5-14 years,0,134500,0.0,4496852073.0,4104,Generation X,0,1,4.496852073,Rest of the World
Trinidad and Tobago,1989,male,35-54 years,45,111000,40.54,4323058824.0,4040,Silent,3,1,4.323058824,Rest of the World
Trinidad and Tobago,1989,male,25-34 years,37,105000,35.24,4323058824.0,4040,Boomers,2,1,4.323058824,Rest of the World
Trinidad and Tobago,1989,male,55-74 years,15,52000,28.85,4323058824.0,4040,G.I. Generation,4,1,4.323058824,Rest of the World
Trinidad and Tobago,1989,male,15-24 years,30,116000,25.86,4323058824.0,4040,Generation X,1,1,4.323058824,Rest of the World
Trinidad and Tobago,1989,male,75+ years,2,9000,22.22,4323058824.0,4040,G.I. Generation,5,1,4.323058824,Rest of the World
Trinidad and Tobago,1989,female,15-24 years,20,116000,17.24,4323058824.0,4040,Generation X,1,0,4.323058824,Rest of the World
Trinidad and Tobago,1989,female,35-54 years,11,115000,9.57,4323058824.0,4040,Silent,3,0,4.323058824,Rest of the World
Trinidad and Tobago,1989,female,75+ years,1,15000,6.67,4323058824.0,4040,G.I. Generation,5,0,4.323058824,Rest of the World
Trinidad and Tobago,1989,female,25-34 years,5,107000,4.67,4323058824.0,4040,Boomers,2,0,4.323058824,Rest of the World
Trinidad and Tobago,1989,female,55-74 years,2,56000,3.57,4323058824.0,4040,G.I. Generation,4,0,4.323058824,Rest of the World
Trinidad and Tobago,1989,male,5-14 years,3,136000,2.21,4323058824.0,4040,Generation X,0,1,4.323058824,Rest of the World
Trinidad and Tobago,1989,female,5-14 years,2,132000,1.52,4323058824.0,4040,Generation X,0,0,4.323058824,Rest of the World
Trinidad and Tobago,1990,male,25-34 years,43,107000,40.19,5068000000.0,4656,Boomers,2,1,5.068,Rest of the World
Trinidad and Tobago,1990,male,55-74 years,16,52000,30.77,5068000000.0,4656,G.I. Generation,4,1,5.068,Rest of the World
Trinidad and Tobago,1990,male,35-54 years,34,113000,30.09,5068000000.0,4656,Silent,3,1,5.068,Rest of the World
Trinidad and Tobago,1990,male,15-24 years,30,115000,26.09,5068000000.0,4656,Generation X,1,1,5.068,Rest of the World
Trinidad and Tobago,1990,female,15-24 years,17,114000,14.91,5068000000.0,4656,Generation X,1,0,5.068,Rest of the World
Trinidad and Tobago,1990,male,75+ years,1,10000,10.0,5068000000.0,4656,G.I. Generation,5,1,5.068,Rest of the World
Trinidad and Tobago,1990,female,35-54 years,11,119000,9.24,5068000000.0,4656,Silent,3,0,5.068,Rest of the World
Trinidad and Tobago,1990,female,55-74 years,5,57000,8.77,5068000000.0,4656,G.I. Generation,4,0,5.068,Rest of the World
Trinidad and Tobago,1990,female,25-34 years,8,109000,7.34,5068000000.0,4656,Boomers,2,0,5.068,Rest of the World
Trinidad and Tobago,1990,female,75+ years,1,16500,6.06,5068000000.0,4656,G.I. Generation,5,0,5.068,Rest of the World
Trinidad and Tobago,1990,female,5-14 years,3,136000,2.21,5068000000.0,4656,Generation X,0,0,5.068,Rest of the World
Trinidad and Tobago,1990,male,5-14 years,1,140000,0.71,5068000000.0,4656,Generation X,0,1,5.068,Rest of the World
Trinidad and Tobago,1991,male,15-24 years,42,114000,36.84,5307905882.0,4817,Generation X,1,1,5.307905882,Rest of the World
Trinidad and Tobago,1991,male,55-74 years,16,52000,30.77,5307905882.0,4817,Silent,4,1,5.307905882,Rest of the World
Trinidad and Tobago,1991,male,25-34 years,32,108000,29.63,5307905882.0,4817,Boomers,2,1,5.307905882,Rest of the World
Trinidad and Tobago,1991,male,35-54 years,27,117000,23.08,5307905882.0,4817,Boomers,3,1,5.307905882,Rest of the World
Trinidad and Tobago,1991,female,15-24 years,11,113000,9.73,5307905882.0,4817,Generation X,1,0,5.307905882,Rest of the World
Trinidad and Tobago,1991,female,35-54 years,8,121000,6.61,5307905882.0,4817,Boomers,3,0,5.307905882,Rest of the World
Trinidad and Tobago,1991,female,75+ years,1,16000,6.25,5307905882.0,4817,G.I. Generation,5,0,5.307905882,Rest of the World
Trinidad and Tobago,1991,female,25-34 years,4,111000,3.6,5307905882.0,4817,Boomers,2,0,5.307905882,Rest of the World
Trinidad and Tobago,1991,female,55-74 years,2,58000,3.45,5307905882.0,4817,Silent,4,0,5.307905882,Rest of the World
Trinidad and Tobago,1991,female,5-14 years,4,139000,2.88,5307905882.0,4817,Millennials,0,0,5.307905882,Rest of the World
Trinidad and Tobago,1991,male,5-14 years,1,143000,0.7,5307905882.0,4817,Millennials,0,1,5.307905882,Rest of the World
Trinidad and Tobago,1991,male,75+ years,0,10000,0.0,5307905882.0,4817,G.I. Generation,5,1,5.307905882,Rest of the World
Trinidad and Tobago,1992,male,75+ years,7,13700,51.09,5439552941.0,4803,G.I. Generation,5,1,5.439552941,Rest of the World
Trinidad and Tobago,1992,male,25-34 years,37,113500,32.6,5439552941.0,4803,Boomers,2,1,5.439552941,Rest of the World
Trinidad and Tobago,1992,male,35-54 years,44,140500,31.32,5439552941.0,4803,Boomers,3,1,5.439552941,Rest of the World
Trinidad and Tobago,1992,male,55-74 years,16,61400,26.06,5439552941.0,4803,Silent,4,1,5.439552941,Rest of the World
Trinidad and Tobago,1992,male,15-24 years,31,121600,25.49,5439552941.0,4803,Generation X,1,1,5.439552941,Rest of the World
Trinidad and Tobago,1992,female,15-24 years,9,102800,8.75,5439552941.0,4803,Generation X,1,0,5.439552941,Rest of the World
Trinidad and Tobago,1992,female,25-34 years,6,98600,6.09,5439552941.0,4803,Boomers,2,0,5.439552941,Rest of the World
Trinidad and Tobago,1992,female,55-74 years,3,56500,5.31,5439552941.0,4803,Silent,4,0,5.439552941,Rest of the World
Trinidad and Tobago,1992,female,35-54 years,5,121800,4.11,5439552941.0,4803,Boomers,3,0,5.439552941,Rest of the World
Trinidad and Tobago,1992,female,5-14 years,3,131500,2.28,5439552941.0,4803,Millennials,0,0,5.439552941,Rest of the World
Trinidad and Tobago,1992,male,5-14 years,2,155000,1.29,5439552941.0,4803,Millennials,0,1,5.439552941,Rest of the World
Trinidad and Tobago,1992,female,75+ years,0,15700,0.0,5439552941.0,4803,G.I. Generation,5,0,5.439552941,Rest of the World
Trinidad and Tobago,1993,male,35-54 years,59,144600,40.8,4669488516.0,4066,Boomers,3,1,4.669488516,Rest of the World
Trinidad and Tobago,1993,male,25-34 years,46,113000,40.71,4669488516.0,4066,Boomers,2,1,4.669488516,Rest of the World
Trinidad and Tobago,1993,male,55-74 years,16,62100,25.76,4669488516.0,4066,Silent,4,1,4.669488516,Rest of the World
Trinidad and Tobago,1993,male,15-24 years,26,123800,21.0,4669488516.0,4066,Generation X,1,1,4.669488516,Rest of the World
Trinidad and Tobago,1993,female,15-24 years,9,104900,8.58,4669488516.0,4066,Generation X,1,0,4.669488516,Rest of the World
Trinidad and Tobago,1993,male,75+ years,1,14000,7.14,4669488516.0,4066,G.I. Generation,5,1,4.669488516,Rest of the World
Trinidad and Tobago,1993,female,25-34 years,6,98700,6.08,4669488516.0,4066,Boomers,2,0,4.669488516,Rest of the World
Trinidad and Tobago,1993,female,55-74 years,3,57700,5.2,4669488516.0,4066,Silent,4,0,4.669488516,Rest of the World
Trinidad and Tobago,1993,female,35-54 years,6,126300,4.75,4669488516.0,4066,Boomers,3,0,4.669488516,Rest of the World
Trinidad and Tobago,1993,female,5-14 years,2,132100,1.51,4669488516.0,4066,Millennials,0,0,4.669488516,Rest of the World
Trinidad and Tobago,1993,female,75+ years,0,16000,0.0,4669488516.0,4066,G.I. Generation,5,0,4.669488516,Rest of the World
Trinidad and Tobago,1993,male,5-14 years,0,155100,0.0,4669488516.0,4066,Millennials,0,1,4.669488516,Rest of the World
Trinidad and Tobago,1994,male,55-74 years,23,62900,36.57,4947205860.0,4254,Silent,4,1,4.94720586,Rest of the World
Trinidad and Tobago,1994,male,25-34 years,35,112100,31.22,4947205860.0,4254,Boomers,2,1,4.94720586,Rest of the World
Trinidad and Tobago,1994,male,35-54 years,35,148900,23.51,4947205860.0,4254,Boomers,3,1,4.94720586,Rest of the World
Trinidad and Tobago,1994,male,75+ years,3,14200,21.13,4947205860.0,4254,G.I. Generation,5,1,4.94720586,Rest of the World
Trinidad and Tobago,1994,male,15-24 years,20,126500,15.81,4947205860.0,4254,Generation X,1,1,4.94720586,Rest of the World
Trinidad and Tobago,1994,female,25-34 years,10,98600,10.14,4947205860.0,4254,Boomers,2,0,4.94720586,Rest of the World
Trinidad and Tobago,1994,female,15-24 years,10,107700,9.29,4947205860.0,4254,Generation X,1,0,4.94720586,Rest of the World
Trinidad and Tobago,1994,female,35-54 years,7,130800,5.35,4947205860.0,4254,Boomers,3,0,4.94720586,Rest of the World
Trinidad and Tobago,1994,female,55-74 years,3,59100,5.08,4947205860.0,4254,Silent,4,0,4.94720586,Rest of the World
Trinidad and Tobago,1994,male,5-14 years,2,154000,1.3,4947205860.0,4254,Millennials,0,1,4.94720586,Rest of the World
Trinidad and Tobago,1994,female,5-14 years,0,131800,0.0,4947205860.0,4254,Millennials,0,0,4.94720586,Rest of the World
Trinidad and Tobago,1994,female,75+ years,0,16300,0.0,4947205860.0,4254,G.I. Generation,5,0,4.94720586,Rest of the World
Trinidad and Tobago,1995,male,75+ years,8,10949,73.07,5329214163.0,4637,G.I. Generation,5,1,5.329214163,Rest of the World
Trinidad and Tobago,1995,male,25-34 years,42,100908,41.62,5329214163.0,4637,Generation X,2,1,5.329214163,Rest of the World
Trinidad and Tobago,1995,male,55-74 years,23,57475,40.02,5329214163.0,4637,Silent,4,1,5.329214163,Rest of the World
Trinidad and Tobago,1995,male,35-54 years,54,144401,37.4,5329214163.0,4637,Boomers,3,1,5.329214163,Rest of the World
Trinidad and Tobago,1995,male,15-24 years,17,115521,14.72,5329214163.0,4637,Generation X,1,1,5.329214163,Rest of the World
